interval_from,interval_to,LST_B0_min,LST_B0_max,LST_B0_mean,LST_B0_stDev,LST_B0_sampleCount,LST_B0_noDataCount,poly_id,landcover,elv,uid,check
2020-11-09,2020-11-10,288.32000732421875,288.32000732421875,288.32000732421875,0.0,65536,13570,36,30,623,181,TRUE
2020-11-10,2020-11-11,286.6499938964844,286.6499938964844,286.6499938964844,0.0,65536,13570,36,30,623,181,TRUE
2020-11-11,2020-11-12,285.8800048828125,285.8800048828125,285.8800048828125,0.0,65536,13570,36,30,623,181,TRUE
2020-11-13,2020-11-14,286.17999267578125,286.17999267578125,286.17999267578125,0.0,65536,13570,36,30,623,181,TRUE
2020-11-15,2020-11-16,284.739990234375,284.739990234375,284.739990234375,0.0,65536,13570,36,30,623,181,TRUE
2020-11-17,2020-11-18,284.05999755859375,284.05999755859375,284.05999755859375,0.0,65536,13570,36,30,623,181,TRUE
2020-11-18,2020-11-19,285.2900085449219,285.2900085449219,285.2900085449219,0.0,65536,13570,36,30,623,181,TRUE
2020-11-20,2020-11-21,285.3299865722656,285.3299865722656,285.3299865722656,0.0,65536,13570,36,30,623,181,TRUE
2020-11-22,2020-11-23,285.260009765625,285.260009765625,285.260009765625,0.0,65536,13570,36,30,623,181,TRUE
2020-11-24,2020-11-25,288.4200134277344,288.4200134277344,288.4200134277344,0.0,65536,13570,36,30,623,181,TRUE
2020-11-25,2020-11-26,288.8999938964844,288.8999938964844,288.8999938964844,0.0,65536,13570,36,30,623,181,TRUE
2020-11-26,2020-11-27,285.489990234375,285.489990234375,285.489990234375,0.0,65536,13570,36,30,623,181,TRUE
2020-11-27,2020-11-28,286.32000732421875,286.32000732421875,286.32000732421875,0.0,65536,13570,36,30,623,181,TRUE
2020-11-29,2020-11-30,285.55999755859375,285.55999755859375,285.55999755859375,0.0,65536,13570,36,30,623,181,TRUE
2020-12-01,2020-12-02,285.6000061035156,285.6000061035156,285.6000061035156,0.0,65536,13570,36,30,623,181,TRUE
2020-12-03,2020-12-04,285.5400085449219,285.5400085449219,285.5400085449219,0.0,65536,13570,36,30,623,181,TRUE
2020-12-04,2020-12-05,285.3500061035156,285.3500061035156,285.3500061035156,0.0,65536,13570,36,30,623,181,TRUE
2020-12-06,2020-12-07,286.4100036621094,286.4100036621094,286.4100036621094,0.0,65536,13570,36,30,623,181,TRUE
2020-12-08,2020-12-09,287.4700012207031,287.4700012207031,287.4700012207031,0.0,65536,13570,36,30,623,181,TRUE
2020-12-10,2020-12-11,287.6099853515625,287.6099853515625,287.6099853515625,0.0,65536,13570,36,30,623,181,TRUE
2020-12-11,2020-12-12,289.95001220703125,289.95001220703125,289.95001220703125,0.0,65536,13570,36,30,623,181,TRUE
2020-12-12,2020-12-13,284.3599853515625,284.3599853515625,284.3599853515625,0.0,65536,13570,36,30,623,181,TRUE
2020-12-13,2020-12-14,286.32000732421875,286.32000732421875,286.32000732421875,0.0,65536,13570,36,30,623,181,TRUE
2020-12-15,2020-12-16,284.45001220703125,284.45001220703125,284.45001220703125,0.0,65536,13570,36,30,623,181,TRUE
2020-12-17,2020-12-18,286.8599853515625,286.8599853515625,286.8599853515625,0.0,65536,13570,36,30,623,181,TRUE
2020-12-19,2020-12-20,287.2699890136719,287.2699890136719,287.2699890136719,0.0,65536,13570,36,30,623,181,TRUE
2020-12-20,2020-12-21,288.9800109863281,288.9800109863281,288.9800109863281,0.0,65536,13570,36,30,623,181,TRUE
2020-12-22,2020-12-23,287.1199951171875,287.1199951171875,287.1199951171875,0.0,65536,13570,36,30,623,181,TRUE
2020-12-24,2020-12-25,286.4700012207031,286.4700012207031,286.4700012207031,0.0,65536,13570,36,30,623,181,TRUE
